geocode,departamento,distrito,rmse,mae
80901,Cusco,Santa Ana,0.007811,0.006836
220707,San Martin,San Hilarion,0.008571,0.006725
10105,Amazonas,Chiliquin,0.009289,0.006674
80905,Cusco,Ocobamba,0.007805,0.006648
220808,San Martin,Yorongos,0.007367,0.00654
220102,San Martin,Calzada,0.008696,0.006502
10104,Amazonas,Cheto,0.007789,0.006471
220708,San Martin,Shamboyacu,0.010028,0.006438
160211,Loreto,Teniente Cesar Lopez Rojas,0.007209,0.006438
10203,Amazonas,Copallin,0.006915,0.006437
220503,San Martin,Barranquita,0.008838,0.00638
100605,Huanuco,Luyando,0.007954,0.006365
220205,San Martin,San Pablo,0.008263,0.006331
220807,San Martin,San Fernando,0.007507,0.006331
220403,San Martin,El Eslabon,0.007952,0.006237
220913,San Martin,Sauce,0.007157,0.006209
100103,Huanuco,Chinchao,0.007634,0.00616
10102,Amazonas,Asuncion,0.009139,0.006121
211205,Puno,Phara,0.006053,0.005972
10111,Amazonas,Levanto,0.007038,0.005969
10523,Amazonas,Trita,0.008847,0.005966
50408,Ayacucho,Llochegua,0.006566,0.005859
50507,Ayacucho,Santa Rosa,0.007552,0.005792
10605,Amazonas,Limabamba,0.0083,0.005731
60903,Cajamarca,Huarango,0.006892,0.005725
100904,Huanuco,Tournavista,0.005839,0.005684
220802,San Martin,Awajun,0.00621,0.005655
220701,San Martin,Picota,0.008371,0.005589
220908,San Martin,Juan Guerra,0.00712,0.005583
221001,San Martin,Tocache,0.005875,0.005545
220910,San Martin,Morales,0.006205,0.005461
10120,Amazonas,Soloco,0.005858,0.005459
100609,Huanuco,Pueblo Nuevo,0.006794,0.005426
81304,Cusco,Machupicchu,0.006283,0.005418
100606,Huanuco,Mariano Damaso Beraun,0.005817,0.00541
160503,Loreto,Capelo,0.006549,0.005386
50502,Ayacucho,Anco,0.006414,0.005346
80904,Cusco,Maranura,0.006256,0.005209
220511,San Martin,Zapatero,0.00551,0.005086
10707,Amazonas,Yamon,0.006573,0.004854
10604,Amazonas,Huambo,0.008081,0.004761
10520,Amazonas,Santa Catalina,0.005113,0.004756
10117,Amazonas,Quinjalca,0.005588,0.004712
100507,Huanuco,Monzon,0.007487,0.00469
10114,Amazonas,Molinopampa,0.005246,0.004679
220704,San Martin,Pilluana,0.006878,0.004662
220504,San Martin,Caynarachi,0.006246,0.004622
10606,Amazonas,Longar,0.005401,0.004592
10601,Amazonas,San Nicolas,0.004944,0.004561
10516,Amazonas,San Cristobal,0.004695,0.004556
100905,Huanuco,Yuyapichis,0.006049,0.004542
220101,San Martin,Moyobamba,0.004886,0.004497
220506,San Martin,Pinto Recodo,0.005135,0.004446
10603,Amazonas,Cochamal,0.004815,0.004395
60812,Cajamarca,Santa Rosa,0.004779,0.004389
100601,Huanuco,Rupa-Rupa,0.005698,0.004163
220912,San Martin,San Antonio,0.005033,0.004092
10507,Amazonas,Longuita,0.00423,0.004024
10522,Amazonas,Tingo,0.00538,0.004002
80906,Cusco,Quellouno,0.004285,0.003873
10311,Amazonas,Valera,0.005071,0.003756
120302,Junin,Perene,0.003855,0.003637
100902,Huanuco,Codo Del Pozuzo,0.004426,0.003601
10502,Amazonas,Camporredondo,0.005349,0.003576
80408,Cusco,Yanatile,0.004246,0.003484
100901,Huanuco,Puerto Inca,0.004044,0.003438
10508,Amazonas,Lonya Chico,0.005817,0.00343
10519,Amazonas,San Juan De Lopecancha,0.003781,0.003341
220804,San Martin,Nueva Cajamarca,0.003884,0.003279
220914,San Martin,Shapaja,0.003796,0.003226
10518,Amazonas,San Jeronimo,0.00333,0.003108
10206,Amazonas,La Peca,0.00317,0.00295
220401,San Martin,Saposoa,0.004305,0.002859
10511,Amazonas,Maria,0.003084,0.002694
220909,San Martin,La Banda De Shilcayo,0.003212,0.002659
10703,Amazonas,Cumba,0.003088,0.002475
120303,Junin,Pichanaqui,0.002888,0.002363
221006,San Martin,Santa Lucia,0.00261,0.002156
10521,Amazonas,Santo Tomas,0.002548,0.002112
221002,San Martin,Nuevo Progreso,0.00252,0.001918
10609,Amazonas,Omia,0.002137,0.001855
220809,San Martin,Yuracyacu,0.002252,0.001807
10517,Amazonas,San Francisco Del Yeso,0.002229,0.001803
10602,Amazonas,Chirimoto,0.001915,0.001641
221005,San Martin,Uchiza,0.00148,0.001234
