geocode,departamento,distrito,pct_bosque_real_2024,mlp_pred_2025,lstm_pred_2025,cnn_pred_2025
120603,Junin,Llaylla,0.6417581,0.6388499911767918,0.6343448542103166,0.6335429465690037
120604,Junin,Mazamari,0.7365834,0.721444358185381,0.7181293624010394,0.7185206498185668
120607,Junin,Rio Negro,0.43790853,0.4297187980804649,0.42726606186036736,0.41684911805325775
120609,Junin,Vizcatán Del Ene,0.7316185,0.7211882868377348,0.7261262161824316,0.7213958873571575
160101,Loreto,Iquitos,0.5545248,0.5501730321120994,0.543657688690582,0.5408775566966163
160112,Loreto,Belen,0.56135464,0.5549829052765696,0.5557532551403038,0.550737433010601
160211,Loreto,Teniente Cesar Lopez Rojas,0.7325768,0.7092143896122556,0.7112437285417681,0.7091005506793205
160503,Loreto,Capelo,0.7223675,0.7233552268895979,0.7126270463545822,0.7123692083014033
160603,Loreto,Padre Marquez,0.7825644,0.7646643356562385,0.760007627974379,0.7613653411762935
170102,Madre De Dios,Inambari,0.79614276,0.7794390668787297,0.7785063473120422,0.779020029565013
170204,Madre De Dios,Huepetuhe,0.7681002,0.7594045251828009,0.7525190932327334,0.7611527307847529
200303,Piura,El Carmen De La Frontera,0.5125406,0.5072964706484945,0.4973781463522734,0.5035176184394525
200307,Piura,Sondor,0.34554935,0.3403816732129025,0.34598952467629085,0.3444401617820493
211205,Puno,Phara,0.46941406,0.4770712007470146,0.4683162094538833,0.4618529002425521
220101,San Martin,Moyobamba,0.68244684,0.6744145307104601,0.6696552531530996,0.6702526015323711
220102,San Martin,Calzada,0.1486697,0.14975510529844832,0.1452190888431259,0.14267066658944233
220106,San Martin,Yantalo,0.2957266,0.3000207805443365,0.29284424599977354,0.2953603627808583
220201,San Martin,Bellavista,0.16154517,0.15828993353388648,0.15784013030524963,0.1537042978917444
220203,San Martin,Bajo Biavo,0.4676027,0.4512439092343705,0.45497753851402123,0.44579677749716107
220204,San Martin,Huallaga,0.44801158,0.43576090576380194,0.4345293858142264,0.4273776103857724
220205,San Martin,San Pablo,0.24098134,0.23452663401234003,0.2376258645738325,0.23143045732755418
220301,San Martin,San Jose De Sisa,0.29614264,0.29460332946007717,0.2917771053806947,0.29019628250864504
220302,San Martin,Agua Blanca,0.28722742,0.2848023790852722,0.27873664802509734,0.2753584798986349
220303,San Martin,San Martin,0.65809846,0.6441894043538047,0.6432209342387296,0.6381117354119585
220304,San Martin,Santa Rosa,0.30298647,0.29692977778289653,0.29431805699383984,0.29358189603699547
220305,San Martin,Shatoja,0.30103844,0.29710831599630566,0.29749820266873195,0.29420761265939277
220401,San Martin,Saposoa,0.56716746,0.5520011827168239,0.5535477456982791,0.549183678591178
220403,San Martin,El Eslabon,0.3564334,0.3468667949279005,0.34460711545489364,0.33814330778021573
220404,San Martin,Piscoyacu,0.34244925,0.335709368045054,0.335004515634115,0.332831316396936
220405,San Martin,Sacanche,0.3092617,0.3062980114954314,0.30259673816568045,0.3022226508884469
220501,San Martin,Lamas,0.4195072,0.4117568543609506,0.40730871888655695,0.40749651968468775
220502,San Martin,Alonso De Alvarado,0.47049752,0.4651706344204694,0.46190070224653806,0.46031369590512383
220503,San Martin,Barranquita,0.6310163,0.622950430089915,0.6164926355237109,0.6041306309506633
220504,San Martin,Caynarachi,0.74741596,0.7425424061347212,0.7337582578906371,0.7355220105012772
220505,San Martin,Cuñumbuqui,0.29940775,0.2965778248021233,0.2955666887484325,0.2930602131318264
220506,San Martin,Pinto Recodo,0.75113326,0.748964607894103,0.7392639811549074,0.7394470875640513
220507,San Martin,Rumisapa,0.18488428,0.17831778698744127,0.1824182852902917,0.17952878791418647
220510,San Martin,Tabalosos,0.5390016,0.5311505950030733,0.5304244991411647,0.5242407935585635
220511,San Martin,Zapatero,0.1785025,0.17695139168976592,0.17939234776975765,0.17682391126625313
220601,San Martin,Juanjui,0.4154359,0.4091265453058243,0.40589789094473305,0.40000486796970924
220605,San Martin,Pajarillo,0.29181674,0.2862779567848711,0.28365709960434504,0.2818029926250303
220701,San Martin,Picota,0.3634251,0.35474077433949025,0.350065730778066,0.35171532897264035
220702,San Martin,Buenos Aires,0.32168514,0.3174638428488837,0.31611767632955823,0.31353945984899745
220704,San Martin,Pilluana,0.49199423,0.4776727261229385,0.48312451754599056,0.4767172318290352
220705,San Martin,Pucacaca,0.4454574,0.4336404048287997,0.42830221572633437,0.4234177292240032
220706,San Martin,San Cristobal,0.4205354,0.4112099580439642,0.4124241516599936,0.41094934373923386
220707,San Martin,San Hilarion,0.30207407,0.28823650129982165,0.2925604121366129,0.2865501051528653
220708,San Martin,Shamboyacu,0.49621606,0.49062096775938924,0.48575205034956537,0.4760618503278443
220710,San Martin,Tres Unidos,0.6019797,0.5879214294805225,0.5845535334848005,0.582342968425604
220802,San Martin,Awajun,0.51916313,0.522673058504197,0.5163682495952191,0.5095219691016897
220803,San Martin,Elias Soplin Vargas,0.6291843,0.6245629842552652,0.6207488184419718,0.6169164429423659
220804,San Martin,Nueva Cajamarca,0.57628167,0.5766038633604579,0.5721464116692103,0.566311024307361
220806,San Martin,Posic,0.27946076,0.27770655774490516,0.26983477409590617,0.27074646986675394
220807,San Martin,San Fernando,0.12130806,0.13403665045766577,0.13020272278105616,0.12762065740629902
220808,San Martin,Yorongos,0.4044929,0.3979693329515068,0.3959190207034554,0.392660950695244
220809,San Martin,Yuracyacu,0.12474203,0.1254716115576177,0.12883774084780697,0.12558364592704419
220902,San Martin,Alberto Leveau,0.58239555,0.5715739075864931,0.5727266987207656,0.5685293691805643
220906,San Martin,El Porvenir,0.5942177,0.5722216386217609,0.5749849522100211,0.5739257081337074
220908,San Martin,Juan Guerra,0.2936261,0.2912884851076384,0.29194615386152795,0.29399813186051016
220909,San Martin,La Banda De Shilcayo,0.6972965,0.695893959907019,0.6905411954839086,0.692697535302575
220910,San Martin,Morales,0.094527796,0.08948172504761581,0.09667610331805948,0.08880250248622679
220912,San Martin,San Antonio,0.72557765,0.7266297020206134,0.7143800851580987,0.7159104938258389
220913,San Martin,Sauce,0.59859806,0.5877969524564154,0.5844926767888601,0.5800682908845566
220914,San Martin,Shapaja,0.6604915,0.6627807243000341,0.6555187316849873,0.6573419339368043
221001,San Martin,Tocache,0.6039235,0.5985221674500011,0.5970030152203695,0.5959249525753008
221002,San Martin,Nuevo Progreso,0.6710181,0.6610362413990262,0.6626601340280991,0.6591805570040571
221005,San Martin,Uchiza,0.53326184,0.5303122553698101,0.5286133956674157,0.5250658955196562
221006,San Martin,Santa Lucia,0.1692812,0.16904735304546908,0.17223378314432775,0.16644799919514158
250102,Ucayali,Campoverde,0.15876643,0.14995345585247466,0.1545296017620409,0.14734299699594128
250105,Ucayali,Yarinacocha,0.18463945,0.17836844095893012,0.17467042341508948,0.16973381909954238
250106,Ucayali,Nueva Requena,0.5708957,0.5446986110840717,0.5424913207397734,0.5423400544656104
250302,Ucayali,Irazola,0.625083,0.6046649521100541,0.6037170451854477,0.5921359370771985
250304,Ucayali,Neshuya,0.23561879,0.2252921903859349,0.2245914140170464,0.21964193798976073
250305,Ucayali,Alexander Von Humboldt,0.17695297,0.17074702472257153,0.17366403222768662,0.16877247890322444
250306,Ucayali,Huipoca,0.6053743,0.5836701050024766,0.5846049950931043,0.5818276393506902
