geocode,departamento,distrito,rmse,mae
010514,Amazonas,Pisuquia,0.0095,0.008341
010303,Amazonas,Churuja,0.010484,0.008259
220503,San Martin,Barranquita,0.011277,0.008251
010515,Amazonas,Providencia,0.010024,0.00825
100905,Huanuco,Yuyapichis,0.008761,0.00825
120601,Junin,Satipo,0.009559,0.008201
220301,San Martin,San Jose De Sisa,0.010409,0.008134
100608,Huanuco,Castillo Grande,0.011617,0.008131
170204,Madre De Dios,Huepetuhe,0.008525,0.007982
010104,Amazonas,Cheto,0.008288,0.007877
010510,Amazonas,Luya Viejo,0.009609,0.007854
220702,San Martin,Buenos Aires,0.010578,0.007842
250102,Ucayali,Campoverde,0.009908,0.007842
100605,Huanuco,Luyando,0.01038,0.007826
220401,San Martin,Saposoa,0.009173,0.007808
170102,Madre De Dios,Inambari,0.008816,0.007616
010102,Amazonas,Asuncion,0.009102,0.007605
050512,Ayacucho,Union Progreso,0.009371,0.007579
220710,San Martin,Tres Unidos,0.008966,0.007552
160211,Loreto,Teniente Cesar Lopez Rojas,0.008909,0.007516
220807,San Martin,San Fernando,0.008281,0.007462
220506,San Martin,Pinto Recodo,0.007856,0.007449
010604,Amazonas,Huambo,0.009533,0.007434
010707,Amazonas,Yamon,0.007585,0.007329
220906,San Martin,El Porvenir,0.010052,0.007321
220102,San Martin,Calzada,0.009103,0.007252
100902,Huanuco,Codo Del Pozuzo,0.008005,0.007212
220708,San Martin,Shamboyacu,0.010935,0.007191
160503,Loreto,Capelo,0.00898,0.007188
250304,Ucayali,Neshuya,0.00891,0.007114
250305,Ucayali,Alexander Von Humboldt,0.007549,0.007074
010513,Amazonas,Ocumal,0.008662,0.007073
010503,Amazonas,Cocabamba,0.008577,0.007052
220707,San Martin,San Hilarion,0.00783,0.00701
100609,Huanuco,Pueblo Nuevo,0.008013,0.006927
010605,Amazonas,Limabamba,0.01019,0.006899
120302,Junin,Perene,0.007527,0.006747
010105,Amazonas,Chiliquin,0.007885,0.006714
220701,San Martin,Picota,0.009278,0.006518
080918,Cusco,Union Ashaninka,0.007204,0.006514
100507,Huanuco,Monzon,0.007991,0.00646
010602,Amazonas,Chirimoto,0.006776,0.0064
010203,Amazonas,Copallin,0.007331,0.006382
010112,Amazonas,Magdalena,0.006977,0.006375
010606,Amazonas,Longar,0.007115,0.00633
220511,San Martin,Zapatero,0.006914,0.006288
080904,Cusco,Maranura,0.006604,0.006101
220908,San Martin,Juan Guerra,0.00682,0.006095
220803,San Martin,Elias Soplin Vargas,0.008718,0.005985
220914,San Martin,Shapaja,0.006924,0.005939
010114,Amazonas,Molinopampa,0.007483,0.005931
010301,Amazonas,Jumbilla,0.006719,0.005811
080901,Cusco,Santa Ana,0.006282,0.005744
160112,Loreto,Belen,0.008601,0.005732
060903,Cajamarca,Huarango,0.005806,0.005618
081304,Cusco,Machupicchu,0.006139,0.005609
120609,Junin,Vizcatán Del Ene,0.006771,0.005604
010502,Amazonas,Camporredondo,0.005735,0.005569
220505,San Martin,Cuñumbuqui,0.00795,0.005521
220504,San Martin,Caynarachi,0.00655,0.005481
100901,Huanuco,Puerto Inca,0.006235,0.005384
010117,Amazonas,Quinjalca,0.006209,0.005356
080408,Cusco,Yanatile,0.007244,0.005348
080906,Cusco,Quellouno,0.006531,0.005273
100606,Huanuco,Mariano Damaso Beraun,0.007054,0.00527
220808,San Martin,Yorongos,0.008061,0.00523
220704,San Martin,Pilluana,0.005821,0.005228
010109,Amazonas,La Jalca,0.005379,0.005216
220101,San Martin,Moyobamba,0.006145,0.005186
010120,Amazonas,Soloco,0.006453,0.005169
100601,Huanuco,Rupa-Rupa,0.007443,0.005083
010302,Amazonas,Chisquilla,0.008119,0.005082
010508,Amazonas,Lonya Chico,0.006071,0.004949
010523,Amazonas,Trita,0.008762,0.004942
221002,San Martin,Nuevo Progreso,0.005656,0.004891
010609,Amazonas,Omia,0.005787,0.004789
010518,Amazonas,San Jeronimo,0.005131,0.004598
100904,Huanuco,Tournavista,0.005108,0.004584
010507,Amazonas,Longuita,0.004951,0.004553
010516,Amazonas,San Cristobal,0.004638,0.00433
010512,Amazonas,Ocalli,0.005973,0.004288
010111,Amazonas,Levanto,0.005392,0.004241
010601,Amazonas,San Nicolas,0.005303,0.004216
060812,Cajamarca,Santa Rosa,0.005113,0.004215
010206,Amazonas,La Peca,0.00434,0.003996
221005,San Martin,Uchiza,0.004171,0.003965
050409,Ayacucho,Canayre,0.004417,0.003914
221006,San Martin,Santa Lucia,0.003831,0.003765
220910,San Martin,Morales,0.005161,0.003754
220802,San Martin,Awajun,0.004802,0.00375
010304,Amazonas,Corosha,0.004301,0.003743
211205,Puno,Phara,0.005422,0.003708
010522,Amazonas,Tingo,0.003719,0.0036
010202,Amazonas,Aramango,0.005096,0.003592
220809,San Martin,Yuracyacu,0.004378,0.003574
050507,Ayacucho,Santa Rosa,0.004134,0.003566
120303,Junin,Pichanaqui,0.003792,0.003549
050502,Ayacucho,Anco,0.003893,0.003504
220909,San Martin,La Banda De Shilcayo,0.003983,0.003432
221001,San Martin,Tocache,0.004722,0.003367
010703,Amazonas,Cumba,0.003574,0.003263
010311,Amazonas,Valera,0.003836,0.003091
010603,Amazonas,Cochamal,0.003195,0.003067
050408,Ayacucho,Llochegua,0.003595,0.002949
010511,Amazonas,Maria,0.003295,0.002528
010520,Amazonas,Santa Catalina,0.002719,0.002202
010517,Amazonas,San Francisco Del Yeso,0.002099,0.001993
220804,San Martin,Nueva Cajamarca,0.002584,0.001794
010519,Amazonas,San Juan De Lopecancha,0.001871,0.001647
010521,Amazonas,Santo Tomas,0.001704,0.001207
