GEOCODE,CATEG_ID,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,NAME_STD,SOURCE,VERSION,FEATURE_ID,NAME,CATEG_NAME,area_total,area_intersectada,porcentaje_amazonia,pixeles,pixeles_bosque_inicial,porcentaje_bosque_inicial
100904,95,Perú,Huanuco,Puerto Inca,Tournavista,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,868,[Tournavista][Puerto Inca][Huanuco][Perú],POLITICAL_LEVEL_4,1739561077.7174184,1739561077.7174184,1.0,1977045,1807857,0.9144237991547992
120304,95,Perú,Junin,Chanchamayo,San Luis De Shuaro,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,869,[San Luis De Shuaro][Chanchamayo][Junin][Perú],POLITICAL_LEVEL_4,192351189.46764255,192351189.46764275,1.000000000000001,221016,133614,0.6045444673688782
100905,95,Perú,Huanuco,Puerto Inca,Yuyapichis,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,872,[Yuyapichis][Puerto Inca][Huanuco][Perú],POLITICAL_LEVEL_4,2065080020.7990987,2065080020.7991025,1.0000000000000018,2349624,2220366,0.9449877937916875
160602,95,Perú,Loreto,Ucayali,Inahuaya,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,873,[Inahuaya][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4,629696111.0584793,629696111.0584798,1.0000000000000007,712804,637244,0.8939961055212934
160603,95,Perú,Loreto,Ucayali,Padre Marquez,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,874,[Padre Marquez][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4,2434919583.357678,2434919583.3576756,0.999999999999999,2758153,2447892,0.8875113164498126
221005,95,Perú,San Martin,Tocache,Uchiza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,886,[Uchiza][Tocache][San Martin][Perú],POLITICAL_LEVEL_4,603456960.1830437,598948905.2683191,0.9925296165059441,681350,364012,0.5342511191017832
221002,95,Perú,San Martin,Tocache,Nuevo Progreso,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,888,[Nuevo Progreso][Tocache][San Martin][Perú],POLITICAL_LEVEL_4,824643371.0375614,824643371.0375612,0.9999999999999997,936488,646500,0.6903452046368987
221003,95,Perú,San Martin,Tocache,Polvora,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,890,[Polvora][Tocache][San Martin][Perú],POLITICAL_LEVEL_4,2263468988.2299433,2233119075.6929593,0.9865914166729017,2529083,2106599,0.8329497292101524
220602,95,Perú,San Martin,Mariscal Caceres,Campanilla,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,891,[Campanilla][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4,1810074336.780679,1810074336.780683,1.0000000000000022,2046898,1874299,0.9156777719261048
220605,95,Perú,San Martin,Mariscal Caceres,Pajarillo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,892,[Pajarillo][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4,454315143.48834294,454315143.48834234,0.9999999999999987,515197,299924,0.5821540109899708
220204,95,Perú,San Martin,Bellavista,Huallaga,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,894,[Huallaga][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4,256294890.4614644,256294890.4614645,1.0000000000000004,292223,238561,0.8163662682266625
220203,95,Perú,San Martin,Bellavista,Bajo Biavo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,895,[Bajo Biavo][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4,1122106368.4966567,1122106368.4966564,0.9999999999999998,1269186,1054708,0.8310113726435684
220405,95,Perú,San Martin,Huallaga,Sacanche,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,897,[Sacanche][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4,161729743.26145104,161729743.2614511,1.0000000000000004,183740,93947,0.5113040165451181
220403,95,Perú,San Martin,Huallaga,El Eslabon,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,901,[El Eslabon][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4,124656136.55236387,124656136.5523639,1.0000000000000002,141590,60817,0.4295289215340066
220404,95,Perú,San Martin,Huallaga,Piscoyacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,903,[Piscoyacu][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4,179751458.90612787,179751458.90612793,1.0000000000000002,204051,133950,0.6564535336754047
220707,95,Perú,San Martin,Picota,San Hilarion,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,904,[San Hilarion][Picota][San Martin][Perú],POLITICAL_LEVEL_4,103963790.71012494,103963790.71012494,1.0,118744,63307,0.5331385164724113
220708,95,Perú,San Martin,Picota,Shamboyacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,906,[Shamboyacu][Picota][San Martin][Perú],POLITICAL_LEVEL_4,392298872.48932654,392298872.4893264,0.9999999999999997,444346,403021,0.906998150090245
220709,95,Perú,San Martin,Picota,Tingo De Ponasa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,907,[Tingo De Ponasa][Picota][San Martin][Perú],POLITICAL_LEVEL_4,335197746.6456932,335197746.6456929,0.9999999999999991,379893,260310,0.6852192591071696
220701,95,Perú,San Martin,Picota,Picota,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,908,[Picota][Picota][San Martin][Perú],POLITICAL_LEVEL_4,217240958.738896,217240958.73889625,1.000000000000001,246335,134413,0.5456512472852011
190301,95,Perú,Pasco,Oxapampa,Oxapampa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,909,[Oxapampa][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4,401887863.01468897,401887863.01468945,1.000000000000001,460602,343650,0.74608881420402
190307,95,Perú,Pasco,Oxapampa,Villa Rica,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,910,[Villa Rica][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4,822566711.6719195,822566711.671919,0.9999999999999994,940127,766014,0.8147984261700812
190305,95,Perú,Pasco,Oxapampa,Pozuzo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,913,[Pozuzo][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4,716079074.8858547,716079074.8858552,1.0000000000000007,816687,643292,0.7876848780499751
190308,95,Perú,Pasco,Oxapampa,Constitucion,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,914,[Constitucion][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4,3050810388.585989,3050810388.585985,0.9999999999999988,3473383,3337691,0.9609337639989601
190304,95,Perú,Pasco,Oxapampa,Palcazu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,915,[Palcazu][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4,2787574232.1471395,2787574232.1471424,1.000000000000001,3175297,2853704,0.8987203401760528
250203,95,Perú,Ucayali,Atalaya,Tahuania,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,958,[Tahuania][Atalaya][Ucayali][Perú],POLITICAL_LEVEL_4,7672003938.416737,7672003938.416777,1.0000000000000053,8722163,8097496,0.9283816411135632
250103,95,Perú,Ucayali,Coronel Portillo,Iparia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,959,[Iparia][Coronel Portillo][Ucayali][Perú],POLITICAL_LEVEL_4,7368483783.638119,7368483783.638136,1.0000000000000022,8371366,7134798,0.8522859949021462
250305,95,Perú,Ucayali,Padre Abad,Alexander Von Humboldt,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,960,[Alexander Von Humboldt][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,205125939.99026644,205125939.99026653,1.0000000000000004,233948,182304,0.7792500897635372
250302,95,Perú,Ucayali,Padre Abad,Irazola,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,961,[Irazola][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,1876850949.6375284,1876850949.6375291,1.0000000000000004,2131944,1999553,0.937901276956618
250304,95,Perú,Ucayali,Padre Abad,Neshuya,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,962,[Neshuya][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,623370244.1602973,623370244.1602986,1.000000000000002,708970,614820,0.8672017151642524
250303,95,Perú,Ucayali,Padre Abad,Curimana,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,963,[Curimana][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,1877650983.769894,1877650983.769891,0.9999999999999984,2130961,2050379,0.9621851361897285
250106,95,Perú,Ucayali,Coronel Portillo,Nueva Requena,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,969,[Nueva Requena][Coronel Portillo][Ucayali][Perú],POLITICAL_LEVEL_4,2059982910.9367137,2059982910.9367082,0.9999999999999973,2335288,2115337,0.9058141865157531
220301,95,Perú,San Martin,El Dorado,San Jose De Sisa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,970,[San Jose De Sisa][El Dorado][San Martin][Perú],POLITICAL_LEVEL_4,308508798.35909647,308508798.35909593,0.9999999999999982,349155,182843,0.5236728673511765
220802,95,Perú,San Martin,Rioja,Awajun,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1005,[Awajun][Rioja][San Martin][Perú],POLITICAL_LEVEL_4,506890027.9879185,506890027.9879191,1.000000000000001,573322,485275,0.8464266154098395
220805,95,Perú,San Martin,Rioja,Pardo Miguel,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1006,[Pardo Miguel][Rioja][San Martin][Perú],POLITICAL_LEVEL_4,1167024024.9753735,1167024024.975375,1.0000000000000013,1314941,1192086,0.906569952568214
060811,95,Perú,Cajamarca,Jaen,San Jose Del Alto,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1021,[San Jose Del Alto][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4,506202260.8744123,506202260.87441325,1.0000000000000018,568865,337038,0.5924744886748174
060803,95,Perú,Cajamarca,Jaen,Chontali,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1022,[Chontali][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4,464289212.7456984,464289212.74569774,0.9999999999999986,521791,293025,0.5615754200436573
010518,95,Perú,Amazonas,Luya,San Jeronimo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1054,[San Jeronimo][Luya][Amazonas][Perú],POLITICAL_LEVEL_4,208207220.25177407,208207220.25177416,1.0000000000000004,235689,109751,0.4656602556759119
010116,95,Perú,Amazonas,Chachapoyas,Olleros,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1056,[Olleros][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4,106893082.7463009,106893082.74630055,0.9999999999999967,121131,64508,0.5325474073523706
010202,95,Perú,Amazonas,Bagua,Aramango,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1061,[Aramango][Bagua][Amazonas][Perú],POLITICAL_LEVEL_4,773814072.3197027,771077029.1190666,0.9964629188088668,867327,716698,0.8263296311541091
160605,95,Perú,Loreto,Ucayali,Sarayacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1065,[Sarayacu][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4,6244458373.525999,6244458373.525995,0.9999999999999993,7042529,6292073,0.8934394164369078
160606,95,Perú,Loreto,Ucayali,Vargas Guerra,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1066,[Vargas Guerra][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4,1896753597.438103,1896753597.4381082,1.0000000000000027,2144959,1931615,0.9005370265818601
160701,95,Perú,Loreto,Datem Del Marañon,Barranca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1067,[Barranca][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4,7390874928.637886,7390874928.637876,0.9999999999999986,8311275,7628629,0.9178650688372121
160702,95,Perú,Loreto,Datem Del Marañon,Cahuapanas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1068,[Cahuapanas][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4,4785702362.475399,4785702362.475402,1.0000000000000007,5382284,4695951,0.872482945901777
160703,95,Perú,Loreto,Datem Del Marañon,Manseriche,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1069,[Manseriche][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4,3570043777.994548,3570043777.994547,0.9999999999999998,4009428,3826500,0.9543755368596218
160705,95,Perú,Loreto,Datem Del Marañon,Pastaza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1071,[Pastaza][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4,9100182512.461355,9100182512.461338,0.9999999999999981,10223943,8276563,0.8095274983438385
220604,95,Perú,San Martin,Mariscal Caceres,Pachiza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1073,[Pachiza][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4,1801319983.5283499,1801319983.5283582,1.0000000000000047,2034611,1898290,0.9329989860469643
220401,95,Perú,San Martin,Huallaga,Saposoa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1074,[Saposoa][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4,525545539.4530059,525545539.4530072,1.0000000000000024,594851,442377,0.7436769880188484
100113,95,Perú,Huanuco,Huanuco,San Pablo De Pillao,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1220,[San Pablo De Pillao][Huanuco][Huanuco][Perú],POLITICAL_LEVEL_4,592711987.6324431,592711987.6324426,0.9999999999999992,675194,485066,0.7184098199924762
100607,95,Perú,Huanuco,Leoncio Prado,Pucayacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1221,[Pucayacu][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4,761757817.6392325,761757817.6392305,0.9999999999999973,865873,726681,0.8392466331667577
100704,95,Perú,Huanuco,Marañon,La Morada,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1222,[La Morada][Marañon][Huanuco][Perú],POLITICAL_LEVEL_4,906232832.9848464,906232832.9848455,0.9999999999999991,1030440,818698,0.7945130235627499
250202,95,Perú,Ucayali,Atalaya,Sepahua,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1224,[Sepahua][Atalaya][Ucayali][Perú],POLITICAL_LEVEL_4,7737011857.838999,7737011857.838973,0.9999999999999967,8821731,8697500,0.9859176163952403
100609,95,Perú,Huanuco,Leoncio Prado,Pueblo Nuevo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1225,[Pueblo Nuevo][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4,320125917.48681706,320125917.4868166,0.9999999999999986,365872,228786,0.6253170507718546
100610,95,Perú,Huanuco,Leoncio Prado,Santo Domingo De Anda,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1226,[Santo Domingo De Anda][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4,280612186.9749249,280612186.9749243,0.9999999999999979,319872,238837,0.7466642907162865
100603,95,Perú,Huanuco,Leoncio Prado,Hermilio Valdizan,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1227,[Hermilio Valdizan][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4,285553928.8342104,285553928.83421046,1.0000000000000002,326199,265665,0.8144261631703347
250306,95,Perú,Ucayali,Padre Abad,Huipoca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1228,[Huipoca][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,589717283.734072,589717283.7340732,1.000000000000002,671649,608667,0.9062278064882103
250307,95,Perú,Ucayali,Padre Abad,Boqueron,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1229,[Boqueron][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4,548764923.7701968,548764923.7701966,0.9999999999999996,624988,563680,0.9019053165820784
160604,95,Perú,Loreto,Ucayali,Pampa Hermosa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1230,[Pampa Hermosa][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4,7471991314.098034,7471991314.098022,0.9999999999999984,8441682,8147840,0.9651915341042223
220912,95,Perú,San Martin,San Martin,San Antonio,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1237,[San Antonio][San Martin][San Martin][Perú],POLITICAL_LEVEL_4,78287013.00237256,78287013.00237252,0.9999999999999994,89079,67687,0.7598536130850144
